title,cast,director,id,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,sort_order
Bright,"Will Smith, Joel Edgerton, Noomi Rapace, Lucy Fry, Edgar Ramírez, Ike Barinholtz, Brad William Henke, Enrique Murciano, Happy Anderson, Kenneth Choi, Andrea Navedo, Dawn Olivieri",David Ayer,tm244307,MOVIE,"In an alternate present-day where magical creatures live among us, two L.A. cops become embroiled in a prophesied turf battle.",2017,R,117,"['fantasy', 'thriller', 'scifi', 'crime', 'action']",['US'],0.0,tt5519340,6.3,185996.0,36.593,6.2,2
Creep,"Mark Duplass, Patrick Brice",Patrick Brice,tm151807,MOVIE,"Looking for work, Aaron comes across a cryptic online ad: “$1,000 for the day. Filming service. Discretion is appreciated.” Low on cash and full of naiveté, he decides to go for it. He drives to a cabin in a remote mountain town where he meets Josef, his cinematic subject for the day. Josef is sincere and the project seems heartfelt, so Aaron begins to film. But as the day goes on, it becomes clear that Josef is not who he says, and his intentions are not at all pure.",2014,R,82,"['horror', 'thriller']",['US'],0.0,tt2428170,6.3,53408.0,16.301,6.4,2
Dark Skies,"Keri Russell, Josh Hamilton, J.K. Simmons, Dakota Goyo, Kadan Rockett, L.J. Benet, Rich Hutchman, Myndy Crist, Annie Thurman, Jake Brennan",Scott Stewart,tm175843,MOVIE,"From the producers of Paranormal Activity, Insidious, and Sinister comes Dark Skies: a supernatural thriller that follows a young family living in the suburbs. As husband and wife Daniel and Lacey Barret witness an escalating series of disturbing events involving their family, their safe and peaceful home quickly unravels. When it becomes clear that the Barret family is being targeted by an unimaginably terrifying and deadly force, Daniel and Lacey take matters in their own hands to solve the mystery of what is after their family.",2013,PG-13,97,"['scifi', 'thriller', 'horror', 'documentation']",['US'],0.0,tt2387433,6.3,75663.0,22.342,6.3,2
Cloudy with a Chance of Meatballs 2,"Bill Hader, Anna Faris, James Caan, Will Forte, Andy Samberg, Benjamin Bratt, Neil Patrick Harris, Terry Crews, Kristen Schaal","Cody Cameron, Kris Pearn",tm187979,MOVIE,"After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",2013,PG,95,"['animation', 'scifi', 'drama', 'comedy', 'family', 'fantasy']",['US'],0.0,tt1985966,6.3,102071.0,64.17,6.443,2
Billu,"Irrfan Khan, Shah Rukh Khan, Lara Dutta, Rajpal Yadav, Om Puri, Asrani, Manoj Joshi",Priyadarshan,tm156575,MOVIE,"When a famous Bollywood actor visits a small village for a film's shoot, a lowly hairdressers claim that they were once childhood friends soon makes him the centre of attention.",2009,PG,137,"['drama', 'comedy']",['IN'],0.0,tt1230448,6.3,11884.0,7.028,6.5,2
Paheli,"Shah Rukh Khan, Rani Mukerji, Anupam Kher, Dilip Prabhavalkar, Amitabh Bachchan, Juhi Chawla, Nina Kulkarni, Rajpal Yadav",Amol Palekar,tm164389,MOVIE,"Kishanlal marries the beautiful Lachchi, but the day after the wedding, he leaves on business for five years. When Kishanlal reappears only a few days later, Lachchi is delighted, but this new Kishanlal is in fact a spirit who has taken the form of Lachchi's husband, after having seen her by chance and fallen in love with her. Four years later, the real Kishanlal returns and the townsfolk must determine who is who.",2005,PG-13,141,"['romance', 'drama', 'fantasy', 'comedy']",['IN'],0.0,tt0451850,6.3,13263.0,6.607,6.3,2
The Starling,"Melissa McCarthy, Chris O'Dowd, Kevin Kline, Timothy Olyphant, Daveed Diggs, Skyler Gisondo, Laura Harrier, Rosalind Chao, Kimberly Quinn, Loretta Devine, Ravi Kapoor",Theodore Melfi,tm1021871,MOVIE,"After Lilly suffers a loss, a combative Starling takes nest beside her quiet home. The feisty bird taunts and attacks the grief-stricken Lilly. On her journey to expel the Starling, she rediscovers her will to live and capacity for love.",2021,PG-13,102,"['comedy', 'drama', 'fantasy']",['US'],0.0,tt5164438,6.3,12309.0,24.671,7.1,2
Ajab Prem Ki Ghazab Kahani,"Ranbir Kapoor, Katrina Kaif, Govind Namdeo, Darshan Jariwala, Zakir Hussain, Smita Jaykar, Navneet Nishan, Dolly Bindra, Upen Patel",Rajkumar Santoshi,tm155761,MOVIE,"When his love interest doesn't show up for a meeting, a man and his friends go to Goa in order to find her, where they discover she loves someone else.",2009,PG,150,"['comedy', 'action', 'romance']",['IN'],0.0,tt1252596,6.3,14603.0,6.675,6.1,2
Over the Moon,"Cathy Ang, Phillipa Soo, Ken Jeong, Robert G. Chiu, John Cho, Sandra Oh, Ruthie Ann Miles, Margaret Cho, Kimiko Glenn, Artt Butler, Irene Tsu, Clem Cheung, Conrad Ricamora",Glen Keane,tm824477,MOVIE,"In this animated musical, a girl builds a rocket ship and blasts off, hoping to meet a mythical moon goddess.",2020,PG,95,"['comedy', 'family', 'fantasy', 'scifi', 'romance', 'animation']","['CN', 'US']",0.0,tt7488208,6.3,22034.0,75.251,7.3,2
Benji,"Gabriel Bateman, Darby Camp, Kiele Sanchez, Jerod Haynes, Gralen Bryant Banks, Angus Sampson, Will Rothhaar, Jim Gleason, Brady Permenter",Brandon Camp,tm365122,MOVIE,"Two school kids strike up a friendship with an orphaned puppy named Benji. When danger befalls them and they end up kidnapped by robbers who are in over their heads, Benji and his scruffy sidekick come to the rescue.",2018,PG,87,"['drama', 'crime', 'family']","['US', 'AE']",0.0,tt1799516,6.3,4774.0,17.811,7.0,2
Mindhorn,"Julian Barratt, Andrea Riseborough, Essie Davis, Russell Tovey, Simon Farnaby, Steve Coogan, Richard McCabe, David Schofield, Nicholas Farrell, Jessica Barden",Sean Foley,tm270504,MOVIE,"A washed up actor best known for playing the title character in the 1980s detective show ""Mindhorn"" must work with the police when a serial killer says that he will only speak with Detective Mindhorn, whom he believes to be real.",2016,R,89,"['comedy', 'thriller']",['GB'],0.0,tt4799064,6.3,12737.0,8.406,6.1,2
"Hail, Caesar!","Josh Brolin, George Clooney, Scarlett Johansson, Alden Ehrenreich, Ralph Fiennes, Tilda Swinton, Channing Tatum, Frances McDormand, Jonah Hill, Veronica Osorio, Heather Goldenhersh, Alison Pill","Ethan Coen, Joel Coen",tm120609,MOVIE,"When a Hollywood star mysteriously disappears in the middle of filming, the studio sends their fixer to get him back.",2016,PG-13,106,"['comedy', 'drama', 'music']",['US'],0.0,tt0475290,6.3,133837.0,11.125,5.9,2
The Ritual,"Rafe Spall, Arsher Ali, Robert James-Collier, Sam Troughton",David Bruckner,tm287684,MOVIE,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",2017,R,94,"['thriller', 'horror']","['CA', 'GB']",0.0,tt5638642,6.3,95551.0,24.321,6.2,2
Spenser Confidential,"Mark Wahlberg, Winston Duke, Alan Arkin, Bokeem Woodbine, Iliza Shlesinger, Hope Olaide Wilson, Marc Maron",Peter Berg,tm498803,MOVIE,"When two Boston police officers are murdered, ex-cop Spenser teams up with his no-nonsense roommate Hawk to take down criminals.",2020,R,111,"['action', 'comedy', 'drama', 'thriller', 'crime']",['US'],0.0,tt8629748,6.2,86593.0,21.502,6.545,2
The Texas Chainsaw Massacre,"Gunnar Hansen, Jim Siedow, Marilyn Burns, Edwin Neal, Paul A. Partain, Teri McMinn, William Vail, John Dugan, John Henry Faulk, Allen Danziger",Tobe Hooper,tm137362,MOVIE,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a chainsaw-wielding killer and his family of equally psychopathic killers.",2003,R,98,"['horror', 'crime']",['US'],0.0,tt0324216,6.2,141736.0,80.47,6.2,2
The Men Who Stare at Goats,"George Clooney, Ewan McGregor, Jeff Bridges, Kevin Spacey, Stephen Lang, Robert Patrick, Waleed Zuaiter, Stephen Root, Glenn Morshower, Nick Offerman, Tim Griffin, Rebecca Mader",Grant Heslov,tm147211,MOVIE,"A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",2009,R,94,"['comedy', 'war']","['US', 'GB']",0.0,tt1234548,6.2,132177.0,19.022,6.0,2
Force 2,"John Abraham, Sonakshi Sinha, Tahir Raj Bhasin, Narendra Jha, Adil Hussain, Vikram Kapadia, Patricia Hittler, Genelia D'souza, Raj Babbar, Freddy Daruwala, Boman Irani",Abhinay Deo,tm272854,MOVIE,"ACP Yashvardhan teams up RAW Agent KK to bring down the master mind terrorist, Shiv.",2016,PG,123,"['action', 'crime', 'thriller']",['IN'],0.0,tt5156746,6.2,5550.0,5.209,6.6,2
The Resurrection of Gavin Stone,"Brett Dalton, Anjelah Johnson-Reyes, D.B. Sweeney, Neil Flynn, Shawn Michaels, Patrick Gagnon, Tim Frank, Tara Rios, Liam Matthews, Mary Thornton",Dallas Jenkins,tm270999,MOVIE,"Gavin Stone, a washed-up former child star, is forced to do community service at a local megachurch and pretends to be Christian so he can land the part of Jesus in their annual Passion Play, only to discover that the most important role of his life is far from Hollywood.",2017,PG,91,"['drama', 'comedy', 'family', 'romance']",['US'],0.0,tt4902904,6.2,2269.0,3.2,6.3,2
Bombay Rose,"Cyli Khare, Gargi Shitole, Amardeep Jha, Amit Deondi, Makrand Deshpande, Virendra Saxena, Shishir Sharma",Gitanjali Rao,tm677746,MOVIE,"BOMBAY ROSE is a beautiful hand-painted animation created by award winning animator Gitanjali Rao. Amidst the bustle of a magnetic and multifaceted city, the budding love between two dreamers is tested by duty and religious divides.",2019,PG-13,97,"['drama', 'romance', 'animation']","['FR', 'IN', 'QA']",0.0,tt8435324,6.2,608.0,5.39,6.7,2
Fate: The Winx Saga - The Afterparty,"David Spade, London Hughes, Fortune Feimster, Abigail Cowen, Hannah Van Der Westhuysen, Precious Mustapha, Eliot Salt, Elisha Applebaum",,tm1002869,MOVIE,"Stars of the fiery hit discuss the show's magic, play trivia and chow down on hot wings. Then, Taylor Tomlinson shares how she would use fairy powers.",2021,PG-13,50,"['fantasy', 'reality', 'comedy']","['GB', 'IT']",0.0,tt14081914,6.2,72.0,6.557,8.9,2
Total Recall,"Arnold Schwarzenegger, Rachel Ticotin, Sharon Stone, Michael Ironside, Ronny Cox, Marshall Bell, Michael Champion, Mel Johnson Jr., Roy Brocksmith, Rosemary Dunsmore",Paul Verhoeven,tm74848,MOVIE,"Welcome to Rekall, the company that can turn your dreams into real memories. For a factory worker named Douglas Quaid, even though he's got a beautiful wife who he loves, the mind-trip sounds like the perfect vacation from his frustrating life - real memories of life as a super-spy might be just what he needs. But when the procedure goes horribly wrong, Quaid becomes a hunted man. Finding himself on the run from the police - controlled by Chancellor Cohaagen, the leader of the free world - Quaid teams up with a rebel fighter to find the head of the underground resistance and stop Cohaagen. The line between fantasy and reality gets blurred and the fate of his world hangs in the balance as Quaid discovers his true identity, his true love, and his true fate.",2012,PG-13,118,"['scifi', 'thriller', 'action', 'crime']","['CA', 'US']",0.0,tt1386703,6.2,253352.0,51.651,5.967,2
